id,name,organization_type,description,location,latitude,longitude,website,phone,email,twitter,facebook,linkedin,instagram,logo_src,site_status,copyright_year,recent_dates,evidence,confidence,logo
212,Science Delivered,Afterschool/Out-of-School Time,"The mission of Science Delivered is to promote a love of science and learning. We focus on providing equal access to education by engaging primarily with underserved communities. Our vision is a future in which all students have equal access to quality education. We additionally envision a future with a science-positive society poised to meet great challenges, such as climate change. We focus on science education for K-5 through direct teaching. We also provide resources and support for science education for teachers, scientists, older students and citizens who want to connect with this age group.","4925 Panama Place, San Diego, California, 92116",32.7686729,-117.1221321,http://www.science-delivered.org,6194940014,omullins@science-delivered.org,https://twitter.com/SciDelivered,https://www.facebook.com/sciencedelivered/,,,../../../sites/default/files/2018-06/SciDel-logo-CMYK.jpg,active,unknown,unknown,Active nonprofit website with clear mission 'to promote a love of science and learning' focusing on elementary science K-3. References STEM Trading Card Project and online resources at STEMTradingCards.org.,high,science_delivered.jpg
383,SciREN San Diego,"Colleges, Universities, and Certificate/Credential Programs",SciREN's aim is connect local STEM researchers and educators to foster the dissemination of current research and ultimately enhance the science literacy of today’s youth. The primary focus is in giving researcher's the tools to develop lesson plans that include their own cutting-edge reasearch and adhere to NGSS standards. Lesson plans are then be disseminated to teachers in the area.,"San Diego, California",32.715738,-117.1610838,https://sciren.org/,,rlampe@ucsd.edu,https://twitter.com/SciREN_SanDiego,,,,,active,,no,"events, networking programs listed",high,
38,SEI,Advocacy/Philanthropy & Government,"Strategic Energy Innovations (SEI), a nonprofit organization established in 1997, creates green communities by designing sustainability programs around the four key sectors that make up the foundation of all communities: education, housing, government, and the workforce. We have a variety of programs and specifically, our Energize Schools program focuses on engaging sustainability leaders in grades K through 12 throughout California. Through the Energize Schools program in San Diego, we offer free high school project-based learning curriculum that is aligned with NGSS standards, teacher trainings, co-instruction in the classroom, green careers conferences for students, and tours of the SDG&E Energy Innovation Center all at no-cost. We also have two year-long UC A-G approved courses called Introduction to Green Technology, which 8 high schools in San Diego are teaching, and Energy and Environmental Design. I’d love to learn more about what you do and see how we can collaborate.","San Diego, CA",32.715738,-117.1610838,https://www.seiinc.org/,415-507-2181,austenneedleman@seiinc.org,https://twitter.com/seisustain,https://www.facebook.com/StrategicEnergyInnovations/,https://www.linkedin.com/company/strategic-energy-innovations/,https://www.instagram.com/seisustain,../../../sites/default/files/2018-05/SEI%20Logo%20copy.png,active,unknown,unknown,Page loaded successfully with organization title,high,sei.png
21,Smart Mind Robotics,Afterschool/Out-of-School Time,"We come to Elementary Schools and bring everything needed to Teach Robotics and programming to groups of children from as early as Kinder. If your Elementary School does not currently have a Robotics program, have your school administrator contact us and we'll get started right away. Classes are currently offered in the San Diego County Area only.","2600 Oak Springs Dr, Chula Vista, CA, 91915",32.6373817,-116.9469522,http://www.smartmindrobotics.com,619-500-6498,Smrobots@gmail.com,https://twitter.com/SMRobotics,https://www.facebook.com/SmartMindRobotics/,,,../../../sites/default/files/2018-05/SMR%20Logo%20Lrg.png,active,unknown,yes,"Active robotics education site with programs, camps, and contact information",high,smart_mind_robotics.png
730,SmartLab Learning,Curriculum Provider,"SmartLab Creates Environments Where Students See What They’re Capable Of: SmartLab brings together the space, curriculum, STEM tools, and training needed to foster real-world problem solving. In a SmartLab, students aren’t just completing tasks—they’re taking ownership, making decisions, and learning to fail forward. That sense of agency leads to lasting gains in confidence, identity, and academic growth. It’s about helping students discover what they’re capable of—academically and beyond—and giving them the tools to get there.","San Diego, California, 92116",,,https://www.smartlablearning.com/,6199922290,carla.nell@smartlablearning.com,,,https://www.linkedin.com/company/creative-learning-systems/,,,active,N/A,yes,Active national STEM education company with programs and school partnerships,high,
48,Society of Women Engineers - San Diego,"Professional, Trade & Student Associations","The Society of Women Engineers (SWE) inspires young women to consider a career in engineering. Within San Diego, SWE has four sections and resources for professionals, college students, K12 students and adult advocates alike:","San Diego, California, 92168",32.7830113,-117.1707951,http://www.swesandiego.org/,,Swe.SanDiego@gmail.com,https://twitter.com/swe_sandiego,https://www.facebook.com/SWESanDiego,https://www.linkedin.com/company/swesandiego/,https://www.instagram.com/swe_sandiego/,../../../sites/default/files/2018-05/SWE_Logo_San_Diego_4C.png,active,unknown,unknown,Page loaded with SWE San Diego title,high,society_of_women_engineers.png
618,Solana Center for Environmental Innovation,Advocacy/Philanthropy & Government,"Solana Center for Environmental Innovation is a 501(c)(3) nonprofit mobilizing the San Diego community through innovative outreach and consulting services for businesses and jurisdictions in order to address the region's most pressing environmental issues and enact impactful change.  We envision a region where all cities collaborate to preserve resources through a closed-loop system that keeps materials out of our landfills and waterways, returns nutrients to our soils, and helps create systemic change at all levels that addresses the climate crisis.",California,,,https://www.solanacenter.org,,kate.kesner@solanacenter.org,https://twitter.com/solanacenter,https://www.facebook.com/SolanaCenter/,https://www.linkedin.com/company/solana-center-for-environmental-innovation/?viewAsMember=true,https://www.instagram.com/solanacenter/,../../../sites/default/files/2022-11/Solana%20Logo%20for%20SD%20STEM%20Ecosystem%20Profile%20%281%29.png,active,N/A,yes,"Active site with current programs and 2023 copyright, rain barrel promotion running",high,solana_center_for_environmental.png
271,Strategic Energy Innovations,Advocacy/Philanthropy & Government,"The Energize Schools Program, a program of environmental nonprofit SEI, provides holistic services to engage, inspire, and empower K-12 students to become environmental leaders in their communities, green their facilities, and conserve resources through hands-on learning. We provide teachers with no-cost curriculum, teacher training, and direct instructional support to build student awareness and skills for energy and sustainability careers.","San Diego, CA",32.715738,-117.1610838,http://www.energizeschools.org/,%28858%29500-4161,emilyusaha@seiinc.org,https://twitter.com/SEIsustain,https://www.facebook.com/strategicenergyinnovations,,https://www.instagram.com/seisustain/,../../../sites/default/files/2019-03/Energize_Schools_Strategic_4Color_Process.png,active,2026,yes,"Website shows '2026 Earth Day Challenge', '2026-26 school year', copyright 'Strategic Energy Innovations © 2026'",high,strategic_energy_innovations.png
292,Sylvan Learning of Eastlake/Chula Vista,Afterschool/Out-of-School Time,"Sylvan Learning in Chula Vista offers innovative STEM (Science, Technology, Engineering, Math) education programs, known as Sylvan Edge. Our Robotics, Coding and Math Edge programs help kids foster a love of science and technology at a young age with interactive, fun and hands-on activities. Our goal for Sylvan Edge is to expose our students to different technology and engineering concepts in an unconventional and fun way in order to help them develop a life-long interest in STEM subjects. These hands-on learning experiences challenge and inspire kids to master critical 21st century skills. With 40 years of experience, Sylvan Learning is the leader in supplemental education, Sylvan is transforming how students learn, inspiring them to succeed in school and in life. Sylvan is the largest provider of STEM  (Science, Technology, Engineering, Math) programs in North America, offering courses in Robotics, Coding, and Accelerated Math. Sylvan Learning is also the leading provider of personal learning for students in grades K-12. Sylvan's personalized tutoring programs include study skills, math, reading, writing, and test-prep for college entrance and state exams. Sylvan provides educational services to public, non-public schools, community groups, and other youth organizations.","891 Showroom Place, Ste. 103, Chula Vista, CA, 91914",32.6519193,-116.9549327,https://locations.sylvanlearning.com/us/chula-vista-ca,619-387-7057,candice.devane@sylvanlearning.com,,https://www.facebook.com/SylvanLearningChulaVista/,,https://www.instagram.com/sylvanlearning_of_chula_vista/,../../../sites/default/files/2019-09/Sylvan%20Four%20Color%20logo%20US.jpg,active,none,yes,Real Sylvan Learning location page with services and information,high,sylvan_learning_of_eastlakechula.jpg
250,Teach for America San Diego,Advocacy/Philanthropy & Government,"While no single solution is enough to bring about an equitable and excellent education for all children, Teach For America has learned over three decades that dramatic progress is possible. Lasting change takes bold, grounded leaders working together, inside and outside of schools, fighting for the aspirations of children and their families. Teach For America finds outstanding leaders who commit to expanding educational opportunity, beginning with at least two years teaching in an under-resourced public school. Working shoulder-to-shoulder with students, educators, and community members, corps members go beyond traditional expectations to support the academic and personal growth of their students. The impact corps members have in the classroom fuels a lifelong commitment to their students and shapes the trajectory of their lives and careers.","4305 University Avenue, San Diego, CA, 92105",32.7491592,-117.1013803,https://www.teachforamerica.org,,jennifer.haber@teachforamerica.org,,https://www.facebook.com/TeachForSD,,,../../../sites/default/files/2018-10/OneDayLogos-01.png,active,2024,yes,Major nonprofit with active programs,high,teach_for_america_san.png
537,The Academy of Edible Sciences & Ethno-gastronomy,"Professional, Trade & Student Associations","The Academy of Edible Science & Ethno-gastronomy (AESE) has two distinct program areas: *Youth Test Kitchen- offering science enrichment classes through food-based investigations with local professional chefs and research scientists for middle and secondary-level students *Migrateful Feast- 10-week refugee training program, transforming them from passionate home-cooks to professional ethnic cooking class teachers for our community. AESE's ""school of food"" mission: -To teach the integration of science and culinary arts as a relatable means for STEAM (science, technology, engineering, arts, and mathematics) curriculum enrichment for local middle and secondary schools. -To develop the skills and social support for the improvement and immersion of the lives of our at-risk and displaced community members through food-based training programs and empowering social awareness through food heritage demonstrations and refugee-taught ethno-gastronomy cooking classes for our community. -To inspire our youth and community to hold enthusiasm and interest in science education, science research, and cultural awareness, all while helping build careers through the prism of food.","201 Ocean St, Solana Beach, CA, 92075",32.9992046,-117.2757405,https://aese.education/,8144900356,youthtestkitchen@gmail.com,,https://www.facebook.com/AESEofSD,https://www.linkedin.com/company/aeseofsd/,https://www.instagram.com/aese_of_sd/,../../../sites/default/files/2021-12/Aese%20Logos-01.png,active,,no,specialized education program,high,the_academy_of_edible.png
671,The EcoLogik Institute,"CBOs, Family/Parent Organizations, Youth Organizing  & Advisory Groups","The mission of the EcoLogik Institute is to empower young women and other underserved youth to be champions for nature, innovators in science, technology, engineering, and mathematics, warriors for environmental stewardship, leaders in their communities, and change makers who create a positive impact on the world around them. The EcoLogik Institute provides the tools and context to empower the 21st century of ecological and outdoor stewards. Execution of this goal is made possible through inquiry-based learning that emphasizes leadership and science identity. Our diversity of programs cater to a unique audience while providing a continuum of learning and mentorship for EcoLogik members. What began as a single two week summer camp, the EcoLogik Institute has evolved into a multi-faceted, strategic framework to best meet the needs of both the local and greater community. Each of the three program pillars - Summer Experience, Leadership Academy, and Workshops & Community - caters to a unique audience: - Summer Experience - a free, STEM summer day camp at Cabrillo National Monument for girls aged 10-16. - Leadership Academy - ongoing STEAM and life skills learning for Summer Experience alumni, including a robust apprenticeship program with diverse scientists and science communicators - Workshops & Community - free STEAM workshops and community engagement events (STEAM Fairs, etc.) at Cabrillo National Monument and in the community at locations such as public libraries",California,,,https://www.ecologikinstitute.org/,6196305669,wynns.conservation@gmail.com,,https://www.facebook.com/people/EcoLogik-Institute/61560512844531/,https://www.linkedin.com/company/theecologikinstitute/,https://www.instagram.com/theecologikinstitute,../../../sites/default/files/2024-06/EcoLogik%20Logo_1080x1080.png,active,N/A,yes,"Active site with multiple programs (camps, leadership, workshops) and blog content",high,the_ecologik_institute.png
195,The Energy Coalition,Business & Industry,"WHO WE ARE As a social change organization, The Energy Coalition (TEC) helps create an abundant and healthy world by inspiring others to become energy architects of our sustainable future.  Working through our three core service areas – smart energy solutions, engagement and education, and energy policy leadership – we collectively achieve valuable environmental savings that benefit everyone. TEC was founded over forty years ago by John Phillips, an early energy-efficiency pioneer.  Phillips developed and managed some of the first energy cooperatives of building managers working together to collectively reduce energy demand. Today, TEC is a leader in partnering with communities, public agencies, private companies, educators, and policymakers to design, implement and evaluate energy strategies. Our initiatives transform energy use, generate capital and move people to action. Just as an architect guides you through design and construction as a creative visionary, problem solver, and advocate, TEC works with you to help realize your energy goals. WHAT WE DO We listen and understand your unique energy needs and interests. We draw upon our expertise about energy to create customized plans – energy blueprints – that inspire sound energy practices for shared benefit. Through collaboration, we identify and bring together resources and stakeholders to engage people to create a healthy and abundant world. TEC brings deep experience and expertise to ensure effective delivery “on the ground.” Our innovative design and implementation portfolio includes such programs as PEAK Student Energy Actions – a comprehensive sustainability education program which launched in 1975 and now reaches over 150,000 students; The Energy Network energy efficiency strategy, which provides turnkey energy efficiency services available to over 700 public agencies; The Community Energy Partnership, a community-based education and engagement strategy pioneered by TEC in 1994 and now adopted by CA’s four investor-owned utilities, and; TEC’s Predictive Analytics Customer Engagement Strategy which is leading the way in water efficiency to drive sustainable water and energy behaviors. In addition, TEC leads energy policy development through research, implementation of demonstration projects, drafting policy white papers and facilitation of statewide policy working groups.","2770 Historic Decatur Road Barracks 14 Suite 207 , San Diego, California, 92154",32.7397854,-117.2119348,http://energycoalition.org,8583804674,ssalas@energycoalition.org,,,,https://www.instagram.com/energy_is_everything/?hl=en,../../../sites/default/files/2018-06/TEC%20MASTER%20LOGO.png,active,2026,yes,Copyright notice 'Copyright © 2026 Energy Coalition' on footer. Blog post titled 'Leading with CARE: TEC Honored with AESP's Top Award for Community Empowerment' mentions 50+ years of operation.,high,the_energy_coalition.png
294,The Lawhorn School,Afterschool/Out-of-School Time,"School-year-long courses, week-long programming/STEAM Summer day camps, and afterschool robotics STEAM clubs have been offered over the years to middle school and highschool homeschooled students.  Standalone advanced highschool courses will be offered through the end of the 2021 school year.  Summer camps and after-school STEAM clubs are offered as there is enough interest to support up to 9 students.  The after-school (Arduino) robotics club concept is moving toward competition-level FLL/FTC CLASSROOM robotics as sponsorships are found to cover robotics kits at a ratio of one robot kit per 3 students (up to 9 students total).","PO Box 702, Poway, California, 92074",32.9600006,-117.0400081,http://www.thelawhornschool.org,8588832438,teacher1@thelawhornschool.org,,,,,,active,none,yes,Real school website accessible,high,
287,The LEAGUE of Amazing Programmers,Afterschool/Out-of-School Time,"The LEAGUE of Amazing Programmers is a non-profit 501(c)(3) after-school institution that teaches Java programming to kids in grades 5 through 12. The LEAGUE was founded based on the fundamental role that computer programming plays in today’s increasingly technical world. The Bureau of Labor Statistics projects that one million programming jobs in the U.S. will be unfilled by 2020, yet computer science is rarely taught in public school systems. The LEAGUE seeks to address this problem by teaching students to code throughout San Diego County, getting them interested at a young age so that they are more likely to pursue programming in college and in their careers. Our curriculum ends with preparation for the Oracle Professional Certification Exam, which permits direct entry into the workplace upon high school graduation without requiring a college degree. We believe young students’ lives are positively impacted through the critical thinking skills and self-confidence they gain from learning computer programming. The LEAGUE of Amazing Programmers seeks specifically to reach more girls and underserved youth, so that children from all backgrounds may have access to acquire the skills and education necessary to contribute to the workforce of the 21st century. We are igniting young minds through programming!","12625 High Bluff Dr. #113, San Diego, CA, 92130",32.9475617,-117.2395484,https://www.jointheleague.org/,6198897571,info@jointheleague.org,https://twitter.com/LEAGUEofAmazing,https://www.facebook.com/LeagueOfAmazingProgrammers/,https://www.linkedin.com/company/the-league-of-amazing-programmers/,https://www.instagram.com/theleagueofamazingprogrammers/,../../../sites/default/files/2020-10/League%20Logo%20Transparent%20Background_orange%20and%20black.png,active,none,yes,"Active organization with current tech programs and classes listed (Python, Java, Robotics, AI Agents)",high,the_league_of_amazing.png
262,The Living Coast Discovery Center,"Museums, Science Centers & Zoos","The Living Coast Discovery Center is a 501(c)3 nonprofit organization dedicated to providing environmental education on coastal resource conservation, and instilling a respect for nature and wildlife in people of all ages. The mission of the Living Coast Discovery Center is to: Partner in collaborative research and restoration of coastal wetlands and bays. Provide student-focused education through STEAM: Science, Technology, Engineering, Art, and Mathematics. Increase knowledge of coastal environments, climate change adaptation, and human coexistence with the natural resources of San Diego Bay. We are a small community of staff, over 300 volunteers, more than 1000 animals and plants, and a nationwide base of partners.  Learn more about our Board of Directors. Formerly operated by the City of Chula Vista, the Living Coast transitioned in 2010 from a public, taxpayer-funded institution to an independent, 501(c)3 nonprofit organization.  We rely on donations, memberships, and scientific and educational grants to offset costs of operations.","1000 Gunpowder Point Drive, Chula Vista, California, 91910",32.6401018,-117.1103432,http://www.thelivingcoast.org/,6194095908,education@thelivingcoast.org,,,,,../../../sites/default/files/2019-01/LCDC-logo-CMYK%20revCelebration.jpg,active,2024,yes,Active wildlife facility,high,the_living_coast_discovery.jpg
636,The Salk Institute - Education Outreach,Business & Industry,"Salk Education Outreach serves San Diego county students of all ages through its core programs: Mobile Science Lab, Heithoff-Brody High School Summer Scholars, March of Dimes High School Science Day, and the Ellen Potter Research Connections for Teachers Symposium. These programs are offered at no cost to students, teachers, and schools, thereby reducing economic barriers to high quality STEM education. Over the past 40 years, Salk Education Outreach has delivered innovative, engaging STEM learning experiences to thousands of students — a majority of whom come from underrepresented and under served communities. Salk’s world-class faculty and staff are key partners in Salk Education Outreach, imparting their passion and knowledge of innovative research that impacts human health to help inspire and launch the next generation of scientists. To learn more about Education Outreach programs or to participate as a volunteer, please email education@salk.edu .","10010 N Torrey Pines Rd, California, 92037",,,https://www.salk.edu/about/education-outreach/,7608958332,,https://twitter.com/salkeducation?lang=en,https://www.facebook.com/salkinstitute,,https://www.instagram.com/salk.ed.outreach,../../../sites/default/files/2023-03/Salk_EO_logo_v_black_ot-01.png,active,N/A,yes,"Legitimate page within major research institute, active educational programs listed",high,the_salk_institute_education.png
323,The San Diego River Park Foundation,Advocacy/Philanthropy & Government,"The San Diego River Park Foundation is dedicated to improving the health of the San Diego River and creating a better quality of life for our community through the creation of a 52 mile river-long park system. Our programs, projects, and events are designed to connect people to our historic San Diego River and empower the community to steward and celebrate it. Connect. We work to create opportunities for emotional connections to the River, fostering a sense of wonder,  a lifelong love of the outdoors, and stewardship of the River. We do this by hosting special River events, bringing children outdoors, engaging the community, working with volunteers, and more.  We specialize in site-based, experiential natural science education, especially for K - 8 students. Create. We work to create the river-long San Diego River Park system, an emerald ribbon strung with pristine open space, welcoming and safe trails, interpretive facilities, vibrant history, and thriving wildlife for the community to experience and enjoy. We do this through targeted land acquisitions, advocacy, special projects, and other efforts. We collaborate with a variety partners, including by serving as the founder and chair organization of the San Diego River Coalition. Conserve. We work to conserve and restore our local environment along the San Diego River and its tributaries. We do this through volunteer stewardship programs, land management, monitoring and research. We believe that San Diego River’s ecological, cultural and recreational resources can be maintained for future generations through long-term conservation of the land, water, and wildlife.","4891 PACIFIC HWY STE 114, San Diego, CA, 92110",32.7639275,-117.2033498,https://sandiegoriver.org/,6192977380,marina@sandiegoriver.org,https://twitter.com/sandiegoriver,https://www.facebook.com/sdriverpark/,https://www.linkedin.com/company/san-diego-river-park-foundation/,https://www.instagram.com/sandiegoriver/,../../../sites/default/files/2020-02/SDRPF_Logo_Final_RGB_Screen.jpg,active,none,yes,Active nonprofit foundation website,high,the_san_diego_river.jpg
345,The San Diego River Park Foundation,Advocacy/Philanthropy & Government,"The San Diego River Park Foundation is dedicated to fostering stewardship and appreciation of the region’s namesake waterway. In order to protect and enhance the San Diego River as a place for recreation, habitat, and nature discovery, we are dedicated to engaging people to be stewards of the River and working towards the vision of a 52 mile, river-long system of parks, open spaces, and community places. We believe that opportunities for youth to experience nature, contribute to real citizen science, and connect with the San Diego River are essential for fostering a love of the outdoors and creating the next generation of stewards. Our programs use hands-on science at sites on the River to grow scientific understanding and, perhaps more importantly, inspire a sense of awe at the natural world that will last a lifetime. Through our Cool River Program, we offer free field trips for youth across San Diego County to explore the outdoors, connect to their local environment, learn about local ecology, and have fun in nature!","4891 Pacific Highway #114, San Diego, CA - California, 92110",32.7639275,-117.2033498,https://sandiegoriver.org/,6192977380,marina@sandiegoriver.org,,https://www.facebook.com/sdriverpark/,,https://www.instagram.com/sandiegoriver/,../../../sites/default/files/2020-04/SDRPF_Logo.jpg,active,none,yes,Active nonprofit foundation website,high,the_san_diego_river_2.jpg
233,The Water Conservation Garden,"Museums, Science Centers & Zoos","Ms. Smarty-Plants™ empowers the next generation of Earth Heroes to care for the planet and one another through nature, science, and fun!","12122 Cuyamaca College Drive West, El Cajon, California, 92019",32.7427202,-116.9395318,https://www.mssmartyplants.org,619-660-0614x16,jillian@thegarden.org,https://twitter.com/mssmartyp,https://www.facebook.com/MsSmartyPlants/,,https://www.instagram.com/ms.smartyplants,,active,2024,no,Water conservation education facility,high,
350,Thermo Fisher Scientific,Business & Industry,"Thermo Fisher Scientific Inc. (NYSE: TMO) is the world leader in serving science, with annual revenue exceeding $25 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, improving patient diagnostics and therapies or increasing productivity in their laboratories, we are here to support them. Our global team of more than 75,000 colleagues delivers an unrivaled combination of innovative technologies, purchasing convenience and pharmaceutical services through our industry-leading brands, including Thermo Scientific, Applied Biosystems, Invitrogen, Fisher Scientific, Unity Lab Services and Patheon. For more information, please visit www.thermofisher.com .","5781 Van Allen Way, Carlsbad, CA, 92008",33.1388529,-117.2857978,http://www.thermofisher.com,7602243868,katie.carlstrom@thermofisher.com,https://twitter.com/thermofisher,https://www.facebook.com/thermofisher,https://www.linkedin.com/company/thermo-fisher-scientific/,,../../../sites/default/files/2020-05/thermo-fisher-scient-logo.jpg,active,none,yes,Major commercial company website with current products and services,high,thermo_fisher_scientific.jpg
177,Thrive Public Schools,District/School,"Thrive is an award-winning and nationally recognized charter public school, pioneering pathways of developing academic, personal and interpersonal skills in grades TK through 12. We operate four campuses in San Diego. Our program prepares kids for their futures; inspires them to accomplish goals; and connects them to their communities. We set the standard for preparing a diverse student population to become community-connected, college-prepared and career-inspired. We teach them to Thrive and equipped students for futures we have not yet dreamed of.","4260 54th Street, San Diego, CA, 92115",32.7540962,-117.0797162,http://www.thriveps.org,6198399543,info@thriveps.org,https://twitter.com/ThrivePS,http://www.fb.com/thriveschools,,,../../../sites/default/files/2018-05/Thrive%20Transparent%20Cropped.png,active,unknown,unknown,Active website showing consulting and coaching services. Displays tagline 'Empowering Leaders. Transforming Organizations.' with multiple service offerings and navigation options.,high,thrive_public_schools.png
661,Traveling Miss T. (NBTutors LLC),Curriculum Provider,Innovative and interdisciplinary program engaging students in the Common Core Standards for Math and Social Studies on maps of the world!,California,,,https://www.travelingmisst.com/,,misst@travelingmisst.com,,,https://www.linkedin.com/in/natalie-teboul/,https://www.instagram.com/travelingmisst/,../../../sites/default/files/2023-12/Logo%20for%20Email.png,active,N/A,yes,"Active site with recent blog posts (April 1, 2026, March 26, 2026) and product sales",high,traveling_miss_t_nbtutors.png
373,Triton Robosub,"Colleges, Universities, and Certificate/Credential Programs","This organization is devoted to students who want to explore underwater robotics and research applications of Autonomous Underwater Vehicles, hereinafter referred to as AUVs. Our main method for exploring this field is by compete in Robonation's Robosub competition, hosted in San Diego's TRANSDEC pool. Students will have the opportunity to not only learn about Autonomous Underwater Vehicle (AUV) design, construction, testing and programming, but will be able to meet technology recruiters at the competition, practice networking skills with other teams and companies, and learn how to write a journal paper.  We also apply our skills to furthering underwater research, partnering with organizations in San Diego to apply AUVs to the real world. In addition to competition, our team wants to better the engineering community around us in any way we can. We love sharing our passion for engineering, robotics, and oceanography with students of all ages, and conduct lab tours, demonstrations, and technical workshops to introduce students to what we do.","9500 Gilman Drive, San Diego, California, 92093",32.8824069,-117.2348172,https://robosub.ucsd.edu/,6199080202,ppaxson@ucsd.edu,https://twitter.com/tritonrobosub,https://www.facebook.com/TritonRobosub/,https://www.linkedin.com/school/tritonrobosub/,https://www.instagram.com/tritonrobosub/,../../../sites/default/files/2020-08/logo.png,active,none,yes,Real UC San Diego robotics team website,high,triton_robosub.png
279,UC San Diego (Electrical and Computer Engineering Department),"Colleges, Universities, and Certificate/Credential Programs",Please visit our official website for our mission statements and goals!,"9500 Gilman Drive MC 0407, California, 92093-0407",32.8800604,-117.2340135,http://ece.ucsd.edu,619-755-4448,njstein@ucsd.edu,https://twitter.com/UCSDJacobs,https://www.facebook.com/ucsdecedept,https://www.linkedin.com/school/university-of-california-san-diego---jacobs-school-of-engineering,,../../../sites/default/files/2019-04/UCSD-Jacobs-School-of-Engineering.jpg,active,2026,yes,"News items dated April 8, 2026, April 7, 2026, March 31, 2026 showing recent activity and ranking updates",high,uc_san_diego_electrical.jpg
285,UC San Diego Extended Studies,"Colleges, Universities, and Certificate/Credential Programs","The mission of UC San Diego Extended Studies is to serve the critical lifelong learning and skill development needs of individuals, organizations and the community. We do this through continuing education, certificate and degree-related programs; community initiatives that support economic and social development; and a wide array of public-service lectures, forums and special events delivered both on and off campus and through print, internet, radio and television. Education and Community Outreach offers a uniquely holistic and service-based approach to education, incorporating opportunities for students in PK- postsecondary; parents; practitioners; community members; and adults over the age of 50. ECO attends to the needs of over 25,000 learners per annum in contextually grounded, dynamic and personalized ways, employing face-to-face, blended and online formats. Beyond courses, certificates and programs leading to professional licensure, ECO works with communities to cultivate local capacity and to serve as catalysts for transformation.","San Diego, California",32.715738,-117.1610838,https://extendedstudies.ucsd.edu/courses-and-programs/pre-college?utm_medium=referral&utm_source=publication&utm_campaign=eco-precol&utm_content=sdstem-ecosystem-pc-main,858-534-0804,precollege@ucsd.edu,https://twitter.com/UCSDPreCollege,https://www.facebook.com/UCSDPreCollege/,,https://www.instagram.com/ucsdprecollege/,../../../sites/default/files/2022-12/UCSDLogo-ExtendedStudies_BlueGold_Web%20%282%29.jpg,active,none,yes,Active UC San Diego program offering current course listings with multiple programs for K-12 students,high,uc_san_diego_extended.jpg
40,UC San Diego Extension: Pre-College,"Colleges, Universities, and Certificate/Credential Programs","In an increasingly competitive world, properly preparing for the rigors of college is critical to future success. That’s why Extension offers a wide-range of pre-college courses from STEAM to test prep to college credit. Extension’s goal is not only to help students stand out during the college application process but also get the most out of their education going forward.","6256 Greenwich Drive, San Diego, California, 92122",32.8529929,-117.1830115,https://extension.ucsd.edu/courses-and-programs/pre-college,858-822-7451,,https://twitter.com/UCSDextension,https://www.facebook.com/UCSanDiegoExtension/,https://www.linkedin.com/school/uc-san-diego-extension/,https://www.instagram.com/ucsandiegoextension/,,active,unknown,yes,Redirected to extendedstudies.ucsd.edu showing UC San Diego Division of Extended Studies pre-college programs,high,
680,"UC San Diego Sanford Institute for Empathy and Compassion, Center for Empathy and Technology","Colleges, Universities, and Certificate/Credential Programs","The Center for Empathy and Technology (TECH Center) promotes empathy and compassion in the development and applications of rapidly emerging health innovations. Our programming advances best practices at the intersection of empathy, compassion, and healthcare technology in an effort to support shared learning opportunities with health professional trainees, K-12 students, and community partners. The Center is dedicated to understanding how emerging technologies promote or undermine empathy, compassion, and wellbeing. Through our research, education, and community engagement initiatives, we seek to fulfill our center mission and to provide leadership on the empathic design and use of new health innovations. Our mission is to advance research and education at the intersection of technological innovation, empathy and compassion, and professional practice.",California,,,https://empathyandcompassion.ucsd.edu/centers/center-for-empathy-and-technology/index.html,,,,,,,../../../sites/default/files/2024-04/UCSDLogo-SanfordInstitute_CET-BlueGold.png,active,N/A,yes,Active UCSD center page with research and education sections,high,uc_san_diego_sanford.png
223,University of San Diego,"Colleges, Universities, and Certificate/Credential Programs","The University of San Diego is a Roman Catholic institution committed to advancing academic excellence, expanding liberal and professional knowledge, creating a diverse and inclusive community and preparing leaders who are dedicated to ethical conduct and compassionate service.","Mathematics Department 5998 Alcala Park, San Diego, California, 92110",32.7710885,-117.189475,http://www.sandiego.edu/,619-300-4482,pmyers@sandiego.edu,,,,,,active,2024,no,Major university in San Diego,high,
